Invoice_ID,Client_Name,Industry,Region,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Total_Amount,Invoice_Date,Payment_Method,Sales_Rep,Status
INV100926,WestBridge Group,Retail,West,Kolkata,Consultancy,Process Optimization,45,41429.5,0.0,1864327.5,2025-12-30,Cheque,Syed Ahmed,Paid
INV100927,Innova Services,Telecom,West,Pune,Maintenance,Onsite Support,8,38874.58,26485.67,284510.97,2022-01-09,UPI,Neha Singh,Paid
INV100928,Evergreen Enterprises,Telecom,North,Delhi,Consultancy,Process Optimization,11,14979.56,0.0,164775.16,2023-12-25,Bank Transfer,Neha Singh,Paid
INV100929,Dynatek Ltd,Retail,West,Jaipur,Consultancy,Business Consulting,21,48093.87,0.0,1009971.27,2021-05-26,Cheque,Syed Ahmed,Paid
INV100930,Quantum Retailers,Finance,South,Kolkata,Maintenance,Remote Support,40,46693.65,0.0,1867746.0,2021-08-12,Bank Transfer,Priya Sharma,Paid
INV100931,Nexus Partners,Retail,North,Mumbai,Cloud Services,Managed Cloud,28,74565.87,0.0,2087844.36,2024-06-16,Credit,Aman Verma,Paid
INV100932,Krypton Labs,Manufacturing,North,Mumbai,Hardware,Storage Array,38,36769.09,0.0,1397225.42,2021-06-26,Cheque,Anita Rao,Paid
INV100933,TruTech Solutions,Finance,West,Kolkata,Consultancy,Process Optimization,37,44300.33,0.0,1639112.21,2025-12-08,UPI,Syed Ahmed,Paid
INV100934,Apex Solutions,Finance,West,Lucknow,Hardware,Server Rack,4,51205.7,0.0,204822.8,2023-05-03,Credit,Neha Singh,Paid
INV100935,BlueWave Technologies,Retail,West,Jaipur,Licenses,User License Pack,36,48186.34,0.0,1734708.24,2024-07-29,Cheque,Priya Sharma,Paid
INV100936,Urbane Systems,Retail,West,Hyderabad,Maintenance,Remote Support,32,27379.56,0.0,876145.92,2021-03-04,Credit,Priya Sharma,Paid
INV100937,Quantum Retailers,Finance,South,Mumbai,Hardware,Workstation,36,93504.66,325784.16,3040383.6,2024-05-25,Credit,Karan Mehra,Paid
INV100938,Crestline Corp,Manufacturing,South,Mumbai,Cloud Services,SaaS Subscription,35,14855.09,0.0,519928.15,2023-04-07,Bank Transfer,Priya Sharma,Overdue
INV100939,Optima Financials,Healthcare,East,Lucknow,Hardware,Storage Array,28,27046.2,0.0,757293.6,2023-03-06,Bank Transfer,Rohit Gupta,Paid
INV100940,Optima Financials,Healthcare,West,Delhi,Cloud Services,SaaS Subscription,40,81218.82,0.0,3248752.8,2022-11-20,UPI,Rohit Gupta,Paid
INV100941,TruTech Solutions,IT,South,Hyderabad,Hardware,Workstation,24,54790.05,0.0,1314961.2,2025-01-24,Cheque,Aman Verma,Paid
INV100942,Evergreen Enterprises,Logistics,East,Delhi,Licenses,User License Pack,44,8661.8,0.0,381119.2,2025-06-22,UPI,Neha Singh,Paid
INV100943,Dynatek Ltd,Telecom,West,Mumbai,Consultancy,Process Optimization,47,8558.15,0.0,402233.05,2021-04-15,Cheque,Rohit Gupta,Paid
INV100944,Vanguard Imports,Healthcare,South,Pune,Cloud Services,Managed Cloud,12,28192.1,0.0,338305.2,2024-01-28,Cheque,Anita Rao,Pending
INV100945,Innova Services,Telecom,West,Hyderabad,Cloud Services,IaaS Package,45,50929.32,199385.52,2092433.88,2022-05-26,Bank Transfer,Priya Sharma,Paid
INV100946,Lumina Consulting,Finance,East,Mumbai,Consultancy,IT Strategy,42,45285.93,0.0,1902009.06,2022-01-20,Cheque,Rohit Gupta,Paid
INV100947,BlueWave Technologies,Telecom,South,Kolkata,Software,ERP Suite,20,37816.47,0.0,756329.4,2022-02-09,UPI,Vikram Das,Paid
INV100948,JetStream Holdings,Healthcare,East,Ahmedabad,Software,ERP Suite,10,9271.03,0.0,92710.3,2023-04-03,Credit,Aman Verma,Paid
INV100949,Vanguard Imports,Telecom,West,Ahmedabad,Hardware,Networking Switch,24,107957.49,151159.91,2439819.85,2022-06-02,Cheque,Aman Verma,Paid
INV100950,Quantum Retailers,Healthcare,North,Pune,Licenses,License Renewal,15,23388.36,0.0,350825.4,2022-04-21,Credit,Vikram Das,Paid
INV100951,JetStream Holdings,Energy,East,Chennai,Maintenance,Remote Support,41,33344.42,0.0,1367121.22,2022-12-10,Cheque,Neha Singh,Paid
INV100952,Apex Solutions,Healthcare,West,Pune,Software,ERP Suite,26,35997.47,166989.27,768944.95,2025-07-27,Cheque,Priya Sharma,Paid
INV100953,Orion Systems,Finance,East,Lucknow,Maintenance,Annual Maintenance Contract,50,44830.36,0.0,2241518.0,2023-02-10,Credit,Aman Verma,Paid
INV100954,Optima Financials,Finance,West,Hyderabad,Cloud Services,IaaS Package,23,29430.96,0.0,676912.08,2024-12-31,Bank Transfer,Anita Rao,Paid
INV100955,Vanguard Imports,Logistics,South,Lucknow,Licenses,User License Pack,48,13945.84,52609.16,616791.16,2023-11-13,Credit,Aman Verma,Paid
INV100956,WestBridge Group,Manufacturing,South,Mumbai,Consultancy,Business Consulting,30,47040.93,0.0,1411227.9,2023-09-24,Bank Transfer,Anita Rao,Paid
INV100957,Dynatek Ltd,Logistics,North,Pune,Licenses,License Renewal,21,21782.9,0.0,457440.9,2025-05-08,Bank Transfer,Neha Singh,Paid
INV100958,Horizon Logistics,Healthcare,South,Hyderabad,Licenses,User License Pack,49,41213.49,0.0,2019461.01,2022-11-08,Cheque,Neha Singh,Overdue
INV100959,Summit Analytics,IT,West,Ahmedabad,Maintenance,Annual Maintenance Contract,21,36878.83,0.0,774455.43,2022-12-15,Credit,Karan Mehra,Paid
INV100960,BlueWave Technologies,IT,East,Delhi,Maintenance,Onsite Support,33,6287.72,31606.22,175888.54,2025-01-21,Credit,Vikram Das,Paid
INV100961,Optima Financials,Retail,West,Mumbai,Maintenance,Annual Maintenance Contract,46,30006.06,0.0,1380278.76,2021-03-24,UPI,Rohit Gupta,Paid
INV100962,JetStream Holdings,Healthcare,East,Kolkata,Hardware,Networking Switch,46,75527.96,0.0,3474286.16,2024-03-14,Credit,Vikram Das,Paid
INV100963,JetStream Holdings,Telecom,North,Pune,Licenses,License Renewal,5,18079.02,0.0,90395.1,2024-01-14,UPI,Syed Ahmed,Paid
INV100964,Lumina Consulting,Logistics,North,Delhi,Licenses,License Renewal,43,17525.91,0.0,753614.13,2024-01-07,UPI,Priya Sharma,Paid
INV100965,Pillar Manufacturing,Energy,South,Pune,Maintenance,Remote Support,47,1251.26,0.0,58809.22,2022-04-02,Credit,Aman Verma,Paid
INV100966,BlueWave Technologies,IT,South,Delhi,Consultancy,Process Optimization,27,46611.97,217909.71,1040613.48,2021-01-01,Cheque,Syed Ahmed,Paid
INV100967,Innova Services,Telecom,North,Kolkata,Maintenance,Onsite Support,22,26395.58,0.0,580702.76,2021-02-20,Bank Transfer,Anita Rao,Paid
INV100968,Crestline Corp,Retail,South,Chennai,Software,Analytics Tool,3,20837.43,0.0,62512.29,2022-11-16,Cheque,Anita Rao,Paid
INV100969,Urbane Systems,Finance,South,Bengaluru,Cloud Services,Managed Cloud,10,25284.94,0.0,252849.4,2022-12-18,Cheque,Priya Sharma,Paid
INV100970,Orion Systems,Healthcare,South,Delhi,Maintenance,Annual Maintenance Contract,11,40148.54,0.0,441633.94,2025-12-01,Bank Transfer,Syed Ahmed,Paid
INV100971,Optima Financials,Healthcare,South,Bengaluru,Consultancy,IT Strategy,5,5387.49,0.0,26937.45,2025-01-09,Credit,Syed Ahmed,Paid
INV100972,GreenGrid Inc,Logistics,East,Pune,Licenses,Perpetual License,37,6376.1,0.0,235915.7,2022-03-25,Bank Transfer,Aman Verma,Paid
INV100973,Orion Systems,Logistics,South,Chennai,Maintenance,Onsite Support,45,29461.38,0.0,1325762.1,2023-05-31,Bank Transfer,Anita Rao,Paid
INV100974,Nexus Partners,Logistics,East,Chennai,Software,ERP Suite,5,3828.09,0.0,19140.45,2022-05-03,Cheque,Karan Mehra,Paid
INV100975,JetStream Holdings,Logistics,South,Chennai,Hardware,Storage Array,48,100154.92,0.0,4807436.16,2025-12-29,Bank Transfer,Aman Verma,Paid
INV100976,Ridgeway LLC,Finance,North,Ahmedabad,Licenses,License Renewal,30,43241.55,0.0,1297246.5,2021-02-03,Credit,Priya Sharma,Paid
INV100977,Pillar Manufacturing,Logistics,East,Jaipur,Hardware,Workstation,44,9869.64,58710.84,375553.32,2024-10-03,Cheque,Anita Rao,Paid
INV100978,GreenGrid Inc,Logistics,East,Jaipur,Licenses,User License Pack,28,49186.58,0.0,1377224.24,2021-04-05,Credit,Priya Sharma,Paid
INV100979,Optima Financials,IT,South,Ahmedabad,Consultancy,Process Optimization,9,2073.03,0.0,18657.27,2024-01-01,UPI,Syed Ahmed,Overdue
INV100980,Orion Systems,Manufacturing,West,Jaipur,Licenses,User License Pack,21,12383.5,0.0,260053.5,2025-04-24,Bank Transfer,Aman Verma,Paid
INV100981,Optima Financials,Telecom,West,Kolkata,Cloud Services,SaaS Subscription,34,4725.28,0.0,160659.52,2021-06-03,Bank Transfer,Aman Verma,Paid
INV100982,Quantum Retailers,IT,West,Lucknow,Licenses,User License Pack,12,26417.53,0.0,317010.36,2021-09-07,UPI,Rohit Gupta,Paid
INV100983,GreenGrid Inc,Finance,South,Bengaluru,Software,CRM Module,22,11712.82,0.0,257682.04,2022-11-05,Cheque,Neha Singh,Overdue
INV100984,GreenGrid Inc,IT,South,Bengaluru,Cloud Services,IaaS Package,47,49386.42,355867.48,1965294.26,2022-03-14,UPI,Karan Mehra,Paid
INV100985,Urbane Systems,Healthcare,South,Kolkata,Cloud Services,SaaS Subscription,42,112698.83,0.0,4733350.86,2021-04-28,Bank Transfer,Syed Ahmed,Pending
INV100986,FusionWorks,Healthcare,South,Chennai,Software,ERP Suite,38,44846.27,0.0,1704158.26,2023-02-10,Credit,Neha Singh,Pending
INV100987,Summit Analytics,Manufacturing,West,Bengaluru,Consultancy,IT Strategy,16,18446.71,0.0,295147.36,2024-08-22,Credit,Aman Verma,Paid
INV100988,Vanguard Imports,Telecom,East,Delhi,Maintenance,Annual Maintenance Contract,47,3063.4,0.0,143979.8,2021-09-25,Credit,Aman Verma,Pending
INV100989,Dynatek Ltd,Manufacturing,West,Delhi,Licenses,Perpetual License,26,8223.77,37458.49,176359.53,2023-12-14,Cheque,Aman Verma,Pending
INV100990,TruTech Solutions,Manufacturing,North,Delhi,Software,Billing Software,48,24365.54,0.0,1169545.92,2021-08-24,Credit,Priya Sharma,Paid
INV100991,Crestline Corp,IT,North,Kolkata,Maintenance,Annual Maintenance Contract,6,28501.56,0.0,171009.36,2022-01-24,Bank Transfer,Syed Ahmed,Paid
INV100992,WestBridge Group,Finance,East,Delhi,Licenses,User License Pack,14,19359.07,46416.31,224610.67,2023-09-17,Bank Transfer,Priya Sharma,Paid
INV100993,Innova Services,Finance,South,Delhi,Maintenance,Remote Support,27,39184.53,0.0,1057982.31,2025-10-24,Cheque,Neha Singh,Paid
INV100994,Crestline Corp,Manufacturing,North,Lucknow,Licenses,Perpetual License,31,15512.65,0.0,480892.15,2023-02-02,Bank Transfer,Syed Ahmed,Pending
INV100995,BlueWave Technologies,Healthcare,North,Lucknow,Maintenance,Annual Maintenance Contract,35,1329.44,7067.03,39463.37,2022-02-05,Cheque,Syed Ahmed,Paid
INV100996,Krypton Labs,Retail,East,Chennai,Hardware,Storage Array,49,51240.25,0.0,2510772.25,2022-09-16,Bank Transfer,Vikram Das,Paid
INV100997,BlueWave Technologies,Manufacturing,North,Chennai,Consultancy,Business Consulting,47,24042.01,0.0,1129974.47,2023-02-06,Bank Transfer,Karan Mehra,Overdue
INV100998,Apex Solutions,IT,South,Delhi,Maintenance,Remote Support,20,12863.72,0.0,257274.4,2024-08-19,Cheque,Anita Rao,Paid
INV100999,TruTech Solutions,Healthcare,East,Pune,Software,Analytics Tool,50,48571.97,0.0,2428598.5,2023-07-08,UPI,Neha Singh,Pending
INV101000,Urbane Systems,Finance,North,Delhi,Licenses,License Renewal,17,46441.04,0.0,789497.68,2024-05-15,Credit,Vikram Das,Paid
INV101001,Nexus Partners,Finance,North,Ahmedabad,Maintenance,Remote Support,14,3888.3,0.0,54436.2,2024-06-06,Bank Transfer,Karan Mehra,Overdue
INV101002,Dynatek Ltd,Telecom,East,Pune,Maintenance,Onsite Support,44,6259.75,0.0,275429.0,2023-05-03,Credit,Karan Mehra,Paid
INV101003,Summit Analytics,Manufacturing,West,Kolkata,Cloud Services,SaaS Subscription,19,60750.34,0.0,1154256.46,2022-08-01,Credit,Rohit Gupta,Paid
INV101004,Quantum Retailers,Telecom,South,Mumbai,Hardware,Networking Switch,35,8741.15,40567.53,265372.72,2021-03-16,Bank Transfer,Karan Mehra,Paid
INV101005,Crestline Corp,Finance,North,Pune,Consultancy,Business Consulting,32,47039.07,0.0,1505250.24,2022-03-11,Cheque,Anita Rao,Paid
INV101006,FusionWorks,IT,South,Mumbai,Licenses,User License Pack,44,40826.21,0.0,1796353.24,2021-04-13,Bank Transfer,Anita Rao,Paid
INV101007,Urbane Systems,Finance,North,Jaipur,Cloud Services,IaaS Package,17,132492.06,262664.7,1989700.32,2024-12-16,UPI,Aman Verma,Paid
INV101008,Apex Solutions,IT,West,Delhi,Hardware,Storage Array,36,52667.86,0.0,1896042.96,2025-09-24,UPI,Vikram Das,Paid
INV101009,Innova Services,Energy,North,Chennai,Software,CRM Module,14,14265.93,16485.82,183237.2,2023-02-03,Bank Transfer,Aman Verma,Paid
INV101010,TechNova Pvt Ltd,Telecom,West,Jaipur,Cloud Services,Managed Cloud,4,43283.55,0.0,173134.2,2023-01-08,UPI,Rohit Gupta,Paid
INV101011,Dynatek Ltd,Healthcare,North,Lucknow,Maintenance,Annual Maintenance Contract,16,2574.8,0.0,41196.8,2023-03-17,Credit,Syed Ahmed,Paid
INV101012,Dynatek Ltd,Finance,West,Jaipur,Consultancy,Process Optimization,45,11394.39,0.0,512747.55,2024-08-22,Credit,Aman Verma,Paid
INV101013,JetStream Holdings,Telecom,South,Chennai,Software,ERP Suite,32,44026.85,188161.71,1220697.49,2021-04-08,UPI,Syed Ahmed,Paid
INV101014,Dynatek Ltd,Finance,North,Bengaluru,Cloud Services,IaaS Package,8,65892.1,0.0,527136.8,2023-03-09,UPI,Rohit Gupta,Paid
INV101015,Summit Analytics,IT,South,Chennai,Software,ERP Suite,9,15995.98,0.0,143963.82,2024-09-20,Credit,Syed Ahmed,Paid
INV101016,Apex Solutions,Healthcare,North,Pune,Consultancy,IT Strategy,2,44366.0,0.0,88732.0,2023-05-09,UPI,Anita Rao,Paid
INV101017,Crestline Corp,Finance,East,Kolkata,Licenses,User License Pack,44,45862.82,0.0,2017964.08,2022-03-11,Cheque,Syed Ahmed,Paid
INV101018,Krypton Labs,Energy,North,Chennai,Hardware,Workstation,42,31186.65,0.0,1309839.3,2022-03-23,Bank Transfer,Priya Sharma,Overdue
INV101019,FusionWorks,Manufacturing,South,Delhi,Cloud Services,Managed Cloud,30,86695.05,0.0,2600851.5,2024-08-24,UPI,Vikram Das,Paid
INV101020,Innova Services,Healthcare,East,Ahmedabad,Maintenance,Annual Maintenance Contract,5,39157.71,0.0,195788.55,2021-09-06,Credit,Rohit Gupta,Paid
INV101021,Ridgeway LLC,Finance,South,Ahmedabad,Licenses,Perpetual License,39,36709.07,0.0,1431653.73,2021-06-15,Bank Transfer,Aman Verma,Paid
INV101022,Horizon Logistics,Finance,West,Mumbai,Maintenance,Onsite Support,43,44732.93,0.0,1923515.99,2025-02-13,UPI,Aman Verma,Paid
INV101023,Quantum Retailers,Logistics,East,Mumbai,Software,CRM Module,23,41730.02,0.0,959790.46,2023-09-11,Credit,Neha Singh,Overdue
INV101024,GreenGrid Inc,Energy,South,Mumbai,Cloud Services,SaaS Subscription,6,87565.98,34750.8,490645.08,2024-09-20,UPI,Anita Rao,Paid
INV101025,Ridgeway LLC,Retail,West,Pune,Cloud Services,Managed Cloud,29,85946.9,0.0,2492460.1,2023-10-17,UPI,Priya Sharma,Paid
INV101026,Optima Financials,Energy,East,Hyderabad,Cloud Services,Managed Cloud,18,29828.44,48943.65,487968.27,2022-06-26,Cheque,Syed Ahmed,Paid
INV101027,BlueWave Technologies,Healthcare,West,Delhi,Cloud Services,SaaS Subscription,10,57379.5,0.0,573795.0,2023-01-29,Cheque,Anita Rao,Pending
INV101028,TruTech Solutions,Finance,East,Jaipur,Maintenance,Remote Support,3,41510.16,0.0,124530.48,2024-02-04,Credit,Priya Sharma,Paid
INV101029,Vanguard Imports,Finance,West,Kolkata,Hardware,Storage Array,43,144271.77,0.0,6203686.11,2025-05-06,UPI,Karan Mehra,Overdue
INV101030,Nexus Partners,Manufacturing,West,Mumbai,Consultancy,IT Strategy,4,12077.9,3943.82,44367.78,2021-03-22,Cheque,Vikram Das,Paid
INV101031,Evergreen Enterprises,Logistics,North,Ahmedabad,Maintenance,Annual Maintenance Contract,32,33719.11,0.0,1079011.52,2021-05-13,UPI,Anita Rao,Overdue
INV101032,Evergreen Enterprises,IT,South,Hyderabad,Licenses,Perpetual License,6,22308.39,0.0,133850.34,2023-03-08,Cheque,Priya Sharma,Paid
INV101033,GreenGrid Inc,Telecom,North,Chennai,Licenses,Perpetual License,1,20310.51,0.0,20310.51,2023-06-19,Cheque,Neha Singh,Paid
INV101034,Orion Systems,Finance,West,Pune,Consultancy,Business Consulting,48,31157.5,0.0,1495560.0,2021-05-18,Credit,Vikram Das,Paid
INV101035,Urbane Systems,Retail,West,Pune,Licenses,User License Pack,13,49521.45,0.0,643778.85,2021-07-03,Bank Transfer,Rohit Gupta,Paid
INV101036,TruTech Solutions,Retail,East,Pune,Software,CRM Module,3,49882.33,0.0,149646.99,2024-11-25,Cheque,Vikram Das,Pending
INV101037,BlueWave Technologies,Telecom,East,Lucknow,Licenses,License Renewal,12,33145.55,0.0,397746.6,2024-09-15,Cheque,Vikram Das,Paid
INV101038,Quantum Retailers,Finance,North,Bengaluru,Licenses,License Renewal,33,21833.7,0.0,720512.1,2023-02-24,Cheque,Anita Rao,Paid
INV101039,Evergreen Enterprises,Manufacturing,North,Pune,Consultancy,Business Consulting,41,10305.73,0.0,422534.93,2025-03-12,UPI,Priya Sharma,Paid
INV101040,Summit Analytics,Energy,West,Kolkata,Consultancy,IT Strategy,10,31326.29,0.0,313262.9,2023-09-11,Credit,Karan Mehra,Paid
INV101041,Dynatek Ltd,Energy,West,Pune,Hardware,Workstation,47,47786.54,0.0,2245967.38,2021-03-10,Credit,Neha Singh,Pending
INV101042,Urbane Systems,Telecom,East,Ahmedabad,Software,ERP Suite,23,21151.07,0.0,486474.61,2022-06-30,Bank Transfer,Priya Sharma,Paid
INV101043,Ridgeway LLC,Telecom,North,Jaipur,Licenses,User License Pack,28,6959.81,0.0,194874.68,2025-12-03,Bank Transfer,Vikram Das,Paid
INV101044,Orion Systems,Healthcare,West,Bengaluru,Hardware,Storage Array,48,60363.35,0.0,2897440.8,2021-02-22,Bank Transfer,Rohit Gupta,Pending
INV101045,BlueWave Technologies,Logistics,West,Kolkata,Licenses,User License Pack,42,4664.32,0.0,195901.44,2025-01-13,Credit,Syed Ahmed,Overdue
INV101046,FusionWorks,Healthcare,East,Chennai,Consultancy,IT Strategy,30,5462.16,0.0,163864.8,2021-07-24,Bank Transfer,Anita Rao,Paid
INV101047,TechNova Pvt Ltd,Retail,East,Lucknow,Licenses,User License Pack,41,3093.37,0.0,126828.17,2021-05-06,Cheque,Anita Rao,Paid
INV101048,Krypton Labs,Manufacturing,West,Hyderabad,Cloud Services,SaaS Subscription,35,52896.29,0.0,1851370.15,2025-11-06,Credit,Aman Verma,Paid
INV101049,Innova Services,Retail,West,Bengaluru,Software,CRM Module,35,12132.22,0.0,424627.7,2021-02-12,Credit,Neha Singh,Pending
INV101050,Dynatek Ltd,Logistics,South,Mumbai,Software,ERP Suite,21,41829.89,0.0,878427.69,2025-11-11,Cheque,Syed Ahmed,Paid
INV101051,Pillar Manufacturing,Finance,West,Hyderabad,Licenses,User License Pack,45,15577.82,0.0,701001.9,2021-04-21,Credit,Karan Mehra,Paid
INV101052,Summit Analytics,Manufacturing,East,Bengaluru,Cloud Services,IaaS Package,17,33513.72,0.0,569733.24,2023-01-31,Credit,Neha Singh,Paid
INV101053,GreenGrid Inc,Finance,South,Hyderabad,Licenses,User License Pack,12,2278.54,0.0,27342.48,2025-08-14,Bank Transfer,Vikram Das,Overdue
INV101054,BlueWave Technologies,Finance,South,Chennai,Consultancy,Business Consulting,18,3005.81,0.0,54104.58,2024-04-21,Credit,Karan Mehra,Pending
INV101055,Evergreen Enterprises,Telecom,North,Jaipur,Software,Billing Software,11,21290.2,12049.9,222142.3,2023-04-28,Bank Transfer,Rohit Gupta,Paid
INV101056,Krypton Labs,Logistics,West,Delhi,Hardware,Networking Switch,35,4555.73,8242.86,151207.69,2021-04-05,Cheque,Syed Ahmed,Paid
INV101057,Innova Services,Logistics,West,Ahmedabad,Cloud Services,Managed Cloud,44,30002.25,204163.14,1115935.86,2024-10-29,UPI,Priya Sharma,Paid
INV101058,TechNova Pvt Ltd,IT,South,Bengaluru,Consultancy,Business Consulting,13,28527.64,0.0,370859.32,2025-03-24,Bank Transfer,Karan Mehra,Paid
INV101059,Apex Solutions,Retail,East,Chennai,Maintenance,Annual Maintenance Contract,2,3563.34,0.0,7126.68,2023-06-19,UPI,Neha Singh,Paid
INV101060,Nexus Partners,Telecom,West,Bengaluru,Consultancy,Business Consulting,27,35617.22,0.0,961664.94,2021-12-26,UPI,Anita Rao,Paid
INV101061,WestBridge Group,Healthcare,South,Bengaluru,Licenses,Perpetual License,8,45260.04,0.0,362080.32,2023-06-19,Credit,Anita Rao,Paid
INV101062,GreenGrid Inc,Logistics,North,Ahmedabad,Maintenance,Onsite Support,47,25902.56,0.0,1217420.32,2025-09-16,UPI,Karan Mehra,Pending
INV101063,Apex Solutions,Energy,South,Hyderabad,Cloud Services,SaaS Subscription,40,10818.24,0.0,432729.6,2021-10-08,UPI,Karan Mehra,Paid
INV101064,BlueWave Technologies,Retail,East,Kolkata,Hardware,Networking Switch,43,74156.28,0.0,3188720.04,2024-05-03,Cheque,Karan Mehra,Paid
INV101065,WestBridge Group,Logistics,North,Hyderabad,Consultancy,Process Optimization,36,40956.61,279494.11,1194943.85,2024-05-03,UPI,Rohit Gupta,Paid
INV101066,Innova Services,Manufacturing,North,Kolkata,Consultancy,Process Optimization,16,10065.85,0.0,161053.6,2022-10-29,Cheque,Priya Sharma,Paid
INV101067,Urbane Systems,Finance,West,Kolkata,Consultancy,IT Strategy,29,31509.62,0.0,913778.98,2021-04-03,Bank Transfer,Vikram Das,Paid
INV101068,GreenGrid Inc,Telecom,North,Mumbai,Maintenance,Annual Maintenance Contract,37,4634.48,0.0,171475.76,2022-11-03,Credit,Rohit Gupta,Paid
INV101069,Horizon Logistics,IT,North,Jaipur,Consultancy,Business Consulting,16,16933.92,0.0,270942.72,2021-03-02,Credit,Syed Ahmed,Pending
INV101070,Optima Financials,IT,East,Hyderabad,Software,Billing Software,7,3039.05,0.0,21273.35,2022-09-26,Credit,Neha Singh,Paid
INV101071,WestBridge Group,Logistics,West,Mumbai,Cloud Services,SaaS Subscription,37,81298.7,0.0,3008051.9,2023-12-11,Bank Transfer,Anita Rao,Paid
INV101072,Metro Trade Co,Energy,North,Pune,Cloud Services,IaaS Package,47,46568.61,297227.46,1891497.21,2024-11-27,Bank Transfer,Syed Ahmed,Paid
INV101073,Innova Services,Telecom,South,Delhi,Software,CRM Module,37,38127.97,0.0,1410734.89,2025-12-18,UPI,Syed Ahmed,Overdue
INV101074,Orion Systems,Healthcare,North,Mumbai,Software,Analytics Tool,29,7887.85,20639.02,208108.63,2023-10-26,UPI,Anita Rao,Paid
INV101075,Dynatek Ltd,Retail,West,Mumbai,Hardware,Networking Switch,36,34918.3,0.0,1257058.8,2025-01-29,Credit,Vikram Das,Paid
INV101076,Optima Financials,Manufacturing,West,Jaipur,Consultancy,IT Strategy,18,3305.68,0.0,59502.24,2022-08-27,Credit,Rohit Gupta,Paid
INV101077,WestBridge Group,Healthcare,North,Pune,Cloud Services,IaaS Package,36,59084.51,0.0,2127042.36,2022-11-13,Cheque,Priya Sharma,Paid
INV101078,Nexus Partners,IT,South,Hyderabad,Licenses,License Renewal,34,10075.05,0.0,342551.7,2022-06-18,Credit,Rohit Gupta,Paid
INV101079,Innova Services,Manufacturing,East,Chennai,Licenses,Perpetual License,29,17568.47,0.0,509485.63,2024-11-29,Bank Transfer,Aman Verma,Paid
INV101080,JetStream Holdings,Telecom,West,Ahmedabad,Cloud Services,IaaS Package,47,28072.86,0.0,1319424.42,2023-04-18,Cheque,Priya Sharma,Paid
INV101081,Dynatek Ltd,Healthcare,North,Delhi,Maintenance,Annual Maintenance Contract,19,32581.2,0.0,619042.8,2025-03-17,Cheque,Syed Ahmed,Pending
INV101082,Dynatek Ltd,Healthcare,North,Jaipur,Licenses,User License Pack,47,39630.77,0.0,1862646.19,2022-10-07,UPI,Priya Sharma,Overdue
INV101083,Apex Solutions,Logistics,West,Bengaluru,Hardware,Storage Array,20,92543.99,0.0,1850879.8,2021-08-21,UPI,Syed Ahmed,Paid
INV101084,JetStream Holdings,Finance,North,Kolkata,Licenses,Perpetual License,18,2742.08,0.0,49357.44,2022-06-08,Cheque,Anita Rao,Paid
INV101085,GreenGrid Inc,Energy,West,Mumbai,Licenses,License Renewal,23,37028.57,0.0,851657.11,2021-12-12,Bank Transfer,Rohit Gupta,Paid
INV101086,Orion Systems,Healthcare,South,Mumbai,Cloud Services,IaaS Package,37,7079.25,0.0,261932.25,2023-12-06,Credit,Anita Rao,Paid
INV101087,FusionWorks,Healthcare,West,Bengaluru,Hardware,Workstation,44,13512.3,0.0,594541.2,2022-06-30,UPI,Neha Singh,Paid
INV101088,BlueWave Technologies,Retail,West,Chennai,Licenses,License Renewal,42,25478.64,0.0,1070102.88,2024-01-07,Bank Transfer,Aman Verma,Paid
INV101089,Metro Trade Co,Retail,North,Jaipur,Maintenance,Onsite Support,4,48875.36,33053.96,162447.48,2025-10-20,UPI,Priya Sharma,Paid
INV101090,WestBridge Group,IT,East,Jaipur,Cloud Services,IaaS Package,35,81459.39,0.0,2851078.65,2024-01-02,Cheque,Vikram Das,Paid
INV101091,TechNova Pvt Ltd,Healthcare,South,Lucknow,Cloud Services,IaaS Package,19,130654.2,0.0,2482429.8,2023-03-05,Bank Transfer,Priya Sharma,Paid
INV101092,Vanguard Imports,Logistics,West,Jaipur,Licenses,Perpetual License,10,21660.58,0.0,216605.8,2021-09-06,UPI,Vikram Das,Paid
INV101093,Metro Trade Co,IT,East,Chennai,Licenses,Perpetual License,24,28429.47,0.0,682307.28,2021-02-16,Credit,Priya Sharma,Paid
INV101094,Optima Financials,IT,South,Kolkata,Hardware,Workstation,16,49775.35,0.0,796405.6,2024-02-19,Bank Transfer,Rohit Gupta,Paid
INV101095,Urbane Systems,Telecom,East,Bengaluru,Licenses,License Renewal,31,34609.84,0.0,1072905.04,2021-08-02,Credit,Priya Sharma,Overdue
INV101096,Summit Analytics,Energy,South,Chennai,Licenses,Perpetual License,1,6894.14,0.0,6894.14,2021-08-27,Credit,Anita Rao,Overdue
INV101097,GreenGrid Inc,Healthcare,South,Hyderabad,Cloud Services,Managed Cloud,21,59578.94,0.0,1251157.74,2023-12-16,Bank Transfer,Anita Rao,Paid
INV101098,Quantum Retailers,Logistics,East,Mumbai,Software,Billing Software,50,13052.41,0.0,652620.5,2021-12-16,Cheque,Vikram Das,Paid
INV101099,Optima Financials,Healthcare,South,Chennai,Maintenance,Onsite Support,17,44550.71,150559.35,606802.72,2021-04-17,UPI,Syed Ahmed,Paid
